STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,AWND
GHCND:US1MASF0001,BOSTON 0.5 WSW MA US,13.1,42.357,-71.0671,20110105,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110105,0,-9999,-9999,39,-88,-9999,31
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110105,0,51,0,28,-56,-44,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110105,0,-9999,-9999,39,-67,17,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110105,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110105,0,25,-9999,33,-33,17,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110105,0,102,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110105,0,0,0,39,-61,-28,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110105,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110105,0,-9999,-9999,44,-43,-9999,33
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110105,-9999,102,-9999,33,-67,-39,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110105,0,76,0,28,-61,-56,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110105,0,-9999,0,39,-22,-9999,52
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110105,0,51,0,44,-94,-22,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110105,0,76,0,39,-61,-22,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110105,0,102,0,39,-61,-22,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110105,0,38,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110105,0,-9999,-9999,33,-55,-9999,29
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110105,-9999,-9999,-9999,28,-78,-61,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110105,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110105,0,76,0,33,-78,-67,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110105,0,-9999,-9999,39,-110,-9999,28
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110106,0,51,0,-11,-83,-9999,-9999
GHCND:US1MASF0001,BOSTON 0.5 WSW MA US,13.1,42.357,-71.0671,20110106,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110106,0,-9999,-9999,-5,-116,-9999,9
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110106,0,51,0,28,-78,-78,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110106,0,-9999,-9999,22,-94,-11,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110106,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110106,0,25,-9999,44,-72,-44,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110106,0,89,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110106,0,0,0,33,-83,-67,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110106,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110106,0,-9999,-9999,-10,-88,-9999,10
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110106,-9999,102,-9999,39,-78,-78,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110106,0,76,0,39,-100,-100,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110106,0,-9999,0,0,-56,-9999,28
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110106,0,51,0,0,-111,-94,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110106,0,51,0,-6,-100,-61,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110106,0,102,0,-6,-94,-100,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110106,0,25,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110106,0,-9999,-9999,-16,-110,-9999,9
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110106,-9999,-9999,-9999,33,-94,-94,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110106,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110106,0,76,0,28,-100,-100,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110106,0,-9999,-9999,0,-138,-9999,8
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110107,0,51,0,6,-67,-9999,-9999
GHCND:US1MASF0001,BOSTON 0.5 WSW MA US,13.1,42.357,-71.0671,20110107,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110107,0,-9999,-9999,0,-127,-9999,23
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110107,0,51,0,-11,-83,-61,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110107,5,-9999,0,0,-111,-6,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110107,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110107,0,25,-9999,0,-83,-44,-9999
GHCND:US1MAMD0008,MELROSE 0.9 SSE MA US,36.3,42.4424,-71.0529,20110107,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110107,0,89,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110107,0,-9999,-9999,-6,-78,-56,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110107,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110107,0,-9999,-9999,-5,-88,-9999,37
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110107,-9999,102,-9999,-6,-83,-56,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110107,0,51,0,-17,-122,-100,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110107,5,-9999,8,17,-50,-9999,42
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110107,0,51,0,-6,-139,-28,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110107,0,0,0,17,-106,0,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110107,0,102,0,-6,-106,-39,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110107,0,25,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110107,3,-9999,-9999,6,-121,-9999,32
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110107,-9999,-9999,-9999,-11,-111,-78,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110107,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110107,0,76,0,72,-100,-72,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110107,0,-9999,-9999,11,-132,-9999,11
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110108,36,76,43,-11,-33,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110108,0,-9999,-9999,-5,-43,-9999,30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110108,8,76,13,6,-61,-28,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110108,8,25,5,6,-50,-17,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110108,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110108,0,25,-9999,11,-44,-11,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110108,3,89,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110108,3,0,0,0,-61,-33,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110108,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110108,0,-9999,-9999,0,-49,-9999,37
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110108,5,102,5,11,-56,-28,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110108,99,76,5,6,-100,-22,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110108,41,-9999,48,6,-28,-9999,50
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110108,3,51,3,0,-61,-6,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110108,30,76,30,17,-17,-6,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110108,15,127,25,-6,-44,-22,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110108,3,25,0,-9999,-9999,-9999,-9999
GHCND:US1MASF0002,WINTHROP 0.2 N MA US,13.1,42.3842,-70.9797,20110108,5,8,8,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110108,20,-9999,-9999,-5,-32,-9999,39
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110108,-9999,-9999,-9999,-11,-78,-167,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110108,3,71,5,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110108,5,76,10,0,-78,-44,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110108,20,-9999,-9999,-5,-32,-9999,23
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110109,5,76,13,0,-67,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110109,0,-9999,-9999,11,-49,-9999,62
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110109,33,76,43,-11,-39,-33,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110109,5,76,43,22,-33,11,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110109,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110109,89,102,64,0,-28,-28,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110109,81,178,89,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110109,0,-9999,-9999,11,-61,-11,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110109,71,-9999,51,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110109,0,-9999,-9999,17,-38,-9999,58
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110109,15,152,51,-6,-33,-17,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110109,0,178,94,0,-33,-33,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110109,33,-9999,41,17,-39,-9999,75
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110109,3,51,3,11,-39,-33,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110109,25,102,38,17,-22,-22,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110109,3,102,5,17,-56,-56,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110109,13,38,10,-9999,-9999,-9999,-9999
GHCND:US1MASF0002,WINTHROP 0.2 N MA US,13.1,42.3842,-70.9797,20110109,76,97,89,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110109,5,-9999,-9999,11,-43,-9999,64
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110109,8,25,13,-6,-56,-22,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110109,69,127,64,-9999,-9999,-9999,-9999
