STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,AWND
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110502,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110502,0,-9999,-9999,217,33,-9999,12
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110502,-9999,-9999,-9999,144,28,72,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110502,0,-9999,-9999,139,11,11,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110502,0,-9999,0,167,67,-9999,42
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110502,0,-9999,0,200,-6,139,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110502,0,0,0,189,11,161,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110502,0,-9999,0,206,22,144,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110502,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110502,0,-9999,-9999,167,11,-9999,23
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110502,-9999,-9999,-9999,139,11,11,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110502,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110502,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110502,0,-9999,-9999,150,17,22,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110502,0,-9999,-9999,239,0,-9999,19
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110503,0,0,0,233,106,-9999,-9999
GHCND:US1MASF0001,BOSTON 0.5 WSW MA US,13.1,42.357,-71.0671,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110503,0,-9999,-9999,222,117,-9999,35
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110503,0,0,0,228,89,128,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110503,0,0,0,189,117,183,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110503,0,-9999,-9999,156,111,139,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110503,0,-9999,-9999,217,133,144,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110503,0,-9999,-9999,222,111,-9999,23
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110503,-9999,-9999,-9999,206,72,133,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110503,0,-9999,-9999,183,11,111,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110503,0,-9999,0,222,122,-9999,45
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110503,0,-9999,0,228,83,150,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110503,0,0,0,244,117,156,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110503,0,-9999,0,211,117,150,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110503,0,-9999,-9999,178,106,-9999,34
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110503,-9999,-9999,-9999,194,11,94,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110503,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110503,0,-9999,-9999,217,22,111,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110503,0,-9999,-9999,244,111,-9999,31
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110504,145,0,0,172,67,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110504,109,-9999,-9999,172,78,-9999,30
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110504,0,0,0,233,128,144,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110504,3,0,0,189,111,161,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110504,0,-9999,-9999,172,100,172,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110504,0,-9999,-9999,222,128,156,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110504,81,-9999,-9999,183,78,-9999,26
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110504,-9999,-9999,-9999,233,133,161,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110504,0,-9999,-9999,183,100,111,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110504,94,-9999,0,194,89,-9999,46
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110504,79,-9999,0,189,100,122,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110504,74,0,0,183,128,128,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110504,99,-9999,0,189,78,78,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MASF0002,WINTHROP 0.2 N MA US,13.1,42.3842,-70.9797,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110504,102,-9999,-9999,183,78,-9999,35
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110504,0,-9999,-9999,211,94,133,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110504,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110504,0,-9999,-9999,239,111,150,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110504,130,-9999,-9999,189,83,-9999,30
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110505,5,0,0,144,50,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110505,3,-9999,-9999,144,56,-9999,41
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110505,147,0,0,172,50,72,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110505,122,0,0,161,67,122,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110505,104,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110505,142,-9999,-9999,178,61,106,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110505,137,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110505,97,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110505,69,-9999,-9999,178,78,94,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110505,140,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110505,3,-9999,-9999,144,72,-9999,45
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110505,122,-9999,-9999,189,67,83,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110505,147,-9999,-9999,172,56,56,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110505,3,-9999,0,156,83,-9999,60
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110505,46,-9999,-9999,133,56,100,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110505,56,0,0,150,72,106,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110505,13,-9999,0,133,67,67,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110505,97,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MASF0002,WINTHROP 0.2 N MA US,13.1,42.3842,-70.9797,20110505,109,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110505,36,-9999,-9999,139,61,-9999,44
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110505,109,-9999,-9999,178,61,67,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110505,137,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110505,117,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110505,132,-9999,-9999,178,61,67,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110505,3,-9999,-9999,156,61,-9999,45
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110506,0,0,0,211,61,-9999,-9999
GHCND:US1MASF0001,BOSTON 0.5 WSW MA US,13.1,42.357,-71.0671,20110506,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110506,0,-9999,-9999,211,50,-9999,50
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110506,3,0,0,144,61,106,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110506,0,0,0,194,56,189,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110506,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110506,0,-9999,-9999,139,67,133,-9999
GHCND:US1MAMD0008,MELROSE 0.9 SSE MA US,36.3,42.4424,-71.0529,20110506,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110506,5,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110506,8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110506,0,-9999,-9999,144,67,111,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110506,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110506,0,-9999,-9999,217,44,-9999,44
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110506,3,-9999,-9999,150,44,133,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110506,0,-9999,-9999,128,44,72,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110506,0,-9999,0,222,78,-9999,68
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110506,0,-9999,0,217,22,172,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110506,0,0,0,222,67,156,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110506,0,-9999,0,211,44,117,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110506,5,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110506,0,-9999,-9999,211,50,-9999,53
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110506,-9999,-9999,-9999,133,17,67,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110506,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110506,5,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110506,8,-9999,-9999,139,50,78,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110506,0,-9999,-9999,222,50,-9999,44
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110507,127,0,0,217,89,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110507,48,-9999,-9999,211,89,-9999,29
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110507,0,0,0,211,89,117,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110507,0,0,0,211,106,183,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110507,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110507,5,-9999,-9999,217,94,122,-9999
GHCND:US1MAMD0008,MELROSE 0.9 SSE MA US,36.3,42.4424,-71.0529,20110507,8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110507,3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110507,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110507,0,-9999,-9999,211,106,133,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110507,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110507,69,-9999,-9999,222,100,-9999,26
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110507,8,-9999,-9999,222,94,106,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110507,0,-9999,-9999,211,44,94,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110507,91,-9999,0,211,106,-9999,36
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110507,30,-9999,-9999,228,61,128,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110507,66,0,0,233,94,106,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110507,25,-9999,0,206,94,100,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110507,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110507,20,-9999,-9999,206,89,-9999,24
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110507,-9999,-9999,-9999,211,67,94,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110507,3,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110507,8,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110507,0,-9999,-9999,211,78,100,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110507,127,-9999,-9999,228,89,-9999,23
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110508,0,0,0,122,89,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110508,3,-9999,-9999,189,78,-9999,21
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110508,127,0,0,217,89,100,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110508,30,0,0,183,89,156,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110508,61,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110508,56,-9999,-9999,189,67,94,-9999
GHCND:US1MAMD0008,MELROSE 0.9 SSE MA US,36.3,42.4424,-71.0529,20110508,99,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110508,30,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110508,66,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110508,64,-9999,-9999,217,106,156,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110508,58,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110508,0,-9999,-9999,178,100,-9999,26
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110508,71,-9999,-9999,222,94,122,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110508,53,-9999,-9999,200,67,89,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110508,0,-9999,0,139,94,-9999,34
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110508,0,-9999,0,178,83,122,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110508,0,0,0,128,67,100,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110508,0,-9999,0,167,83,111,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110508,33,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110508,0,-9999,-9999,150,61,-9999,28
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110508,5,-9999,-9999,217,94,100,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110508,69,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110508,71,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110508,127,-9999,-9999,206,78,94,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110508,0,-9999,-9999,144,67,-9999,24
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110509,0,0,0,194,83,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110509,3,-9999,-9999,206,67,-9999,45
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110509,0,0,0,122,83,111,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110509,0,0,0,200,106,172,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110509,0,-9999,-9999,150,83,139,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110509,0,-9999,-9999,183,106,117,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110509,0,-9999,-9999,206,94,-9999,53
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110509,3,-9999,-9999,156,89,122,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110509,0,-9999,-9999,161,67,94,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110509,0,-9999,0,200,111,-9999,72
GHCND:USC00193276,GROVELAND MA US,10.1,42.7467,-71.0426,20110509,0,-9999,-9999,206,56,156,-9999
GHCND:USC00193624,HINGHAM MA US,10.7,42.22694,-70.9125,20110509,0,0,0,172,50,133,-9999
GHCND:USC00196783,READING MA US,27.4,42.5242,-71.1265,20110509,0,-9999,0,200,78,139,-9999
GHCND:US1MAMD0007,WINCHESTER 0.7 SE MA US,13.7,42.4459,-71.1358,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00054733,BEVERLY MUNICIPAL AIRPORT MA US,32.9,42.58417,-70.9175,20110509,0,-9999,-9999,189,72,-9999,51
GHCND:USC00193505,HAVERHILL MA US,6.1,42.7594,-71.0602,20110509,-9999,-9999,-9999,178,72,94,-9999
GHCND:US1MAES0008,MARBLEHEAD 0.8 SW MA US,11.6,42.4921,-70.8758,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0011,CAMBRIDGE 0.9 NNW MA US,14.6,42.3876,-71.1253,20110509,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00195175,NATICK MA US,54.9,42.2825,-71.344,20110509,3,-9999,-9999,178,72,78,-9999
GHCND:USW00054704,NORWOOD MEMORIAL AIRPORT MA US,15.2,42.19083,-71.17361,20110509,0,-9999,-9999,211,39,-9999,43
GHCND:USW00014753,BLUE HILL LCD MA US,190.5,42.2123,-71.1137,20110510,18,0,0,117,78,-9999,-9999
GHCND:US1MASF0001,BOSTON 0.5 WSW MA US,13.1,42.357,-71.0671,20110510,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00014702,BEDFORD HANSCOM FIELD MA US,40.5,42.47,-71.28944,20110510,8,-9999,-9999,150,94,-9999,57
GHCND:USC00190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,20110510,0,0,0,194,89,94,-9999
GHCND:USC00194744,MIDDLETON MA US,27.4,42.59472,-71.02056,20110510,0,0,0,189,78,133,-9999
GHCND:US1MAES0010,ANDOVER 1.5 W MA US,47.9,42.6483,-71.1728,20110510,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USC00194502,MARBLEHEAD MA US,25.6,42.50056,-70.86417,20110510,0,-9999,-9999,194,100,106,-9999
GHCND:US1MAES0002,BEVERLY 2.8 NW MA US,14,42.5872,-70.8774,20110510,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:US1MAMD0018,BELMONT 0.2 ESE MA US,4.3,42.3988,-71.1638,20110510,0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00194105,LAWRENCE MA US,15.2,42.6993,-71.1659,20110510,0,-9999,-9999,206,117,122,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,30.2,42.2115,-70.9506,20110510,0,-9999,0,-9999,-9999,-9999,-9999
GHCND:USW00094723,LAWRENCE MUNICIPAL AIRPORT MA US,45.4,42.71722,-71.12389,20110510,5,-9999,-9999,156,100,-9999,68
GHCND:USC00193890,JAMAICA PLAIN MA US,29,42.3031,-71.124,20110510,-9999,-9999,-9999,206,111,111,-9999
GHCND:USC00190593,BEVERLY MA US,19.8,42.588,-70.8371,20110510,0,-9999,-9999,183,94,106,-9999
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,20110510,0,-9999,0,139,100,-9999,84
